,AirtemperatureK,ProcesstemperatureK,Rotationalspeedrpm,TorqueNm,Toolwearmin,TWF,HDF,PWF,OSF,RNF
5762,301.8,311.2,1334,52.3,68,0,0,0,0,0
5763,301.8,311.2,1451,39.4,70,0,0,0,0,0
5764,301.7,311.2,1589,37.9,75,0,0,0,0,0
5765,301.7,311.3,1708,30.5,77,0,0,0,0,0
5766,301.7,311.2,1413,42.6,79,0,0,0,0,0
5767,301.6,311.2,1415,46.5,82,0,0,0,0,0
5768,301.7,311.3,1421,45.9,85,0,0,0,0,0
5769,301.7,311.3,1348,51.0,87,0,0,0,0,0
5770,301.6,311.2,1408,42.9,89,0,0,0,0,0
5771,301.6,311.2,1525,43.7,91,0,0,0,0,0
5772,301.6,311.3,1706,29.9,93,0,0,0,0,0
5773,301.6,311.2,1395,46.8,95,0,0,0,0,0
5774,301.5,311.1,1602,34.3,100,0,0,0,0,0
5775,301.6,311.1,1907,21.5,102,0,0,0,0,0
5776,301.6,311.1,1325,49.2,104,0,0,0,0,0
5777,301.6,311.1,1408,44.4,106,0,0,0,0,0
5778,301.7,311.1,1489,41.4,108,0,0,0,0,0
5779,301.6,311.1,1680,29.2,111,0,0,0,0,0
5780,301.7,311.2,1517,42.4,113,0,0,0,0,0
5781,301.7,311.1,1618,36.7,115,0,0,0,0,0
5782,301.7,311.1,1455,39.8,118,0,0,0,0,0
5783,301.8,311.1,1543,36.4,120,0,0,0,0,0
5784,301.8,311.1,1399,41.8,125,0,0,0,0,0
5785,301.7,311.1,1469,37.2,128,0,0,0,0,0
5786,301.7,311.2,1521,36.7,130,0,0,0,0,0
5787,301.7,311.3,1584,38.8,132,0,0,0,0,0
5788,301.8,311.5,1443,43.3,134,0,0,0,0,0
5789,301.8,311.5,1416,49.0,136,0,0,0,0,0
5790,301.7,311.2,1563,34.5,139,0,0,0,0,0
5791,301.8,311.3,1542,40.1,142,0,0,0,0,0
5792,301.8,311.3,1624,31.6,145,0,0,0,0,0
5793,301.8,311.3,1471,44.2,148,0,0,0,0,0
5794,301.9,311.5,1492,40.8,150,0,0,0,0,0
5795,301.9,311.4,1465,39.9,153,0,0,0,0,0
5796,301.7,311.1,1399,55.1,156,0,0,0,0,0
5797,301.6,311.0,1431,42.6,158,0,0,0,0,0
5798,301.5,310.9,1600,39.0,160,0,0,0,0,0
5799,301.5,310.8,1593,34.5,162,0,0,0,0,0
5800,301.5,310.9,1469,44.7,164,0,0,0,0,0
5801,301.5,310.8,1413,44.6,166,0,0,0,0,0
5802,301.4,310.8,1490,38.0,168,0,0,0,0,0
5803,301.5,310.9,1671,31.1,170,0,0,0,0,0
5804,301.5,310.9,1365,46.5,172,0,0,0,0,0
5805,301.4,310.9,1557,39.3,174,0,0,0,0,0
5806,301.4,310.9,1440,45.4,177,0,0,0,0,0
5807,301.4,310.9,1489,38.9,179,0,0,0,0,0
5808,301.4,311.0,1733,25.7,182,0,0,0,0,0
5809,301.3,311.0,1580,36.6,184,0,0,0,0,0
5810,301.3,311.0,1856,21.9,189,0,0,0,0,0
5811,301.3,311.1,1454,40.3,191,0,0,0,0,0
5812,301.4,311.1,1495,36.3,193,0,0,0,0,0
5813,301.2,311.0,1761,29.1,195,0,0,0,0,0
5814,301.3,311.0,1402,47.5,197,0,0,0,0,0
5815,301.2,311.0,1670,33.0,200,0,0,0,0,0
5816,301.3,311.0,1582,35.6,202,0,0,0,0,0
5817,301.3,311.0,1542,35.1,204,0,0,0,0,0
5818,301.3,311.0,1539,36.9,206,0,0,0,0,0
5819,301.3,311.0,1418,41.9,208,0,0,0,0,0
5820,301.3,311.1,1723,27.6,210,0,0,0,0,0
5821,301.3,311.1,1303,49.2,212,0,0,0,0,0
5822,301.3,311.0,1463,50.2,214,0,0,0,0,0
5823,301.2,311.0,1544,39.3,217,0,0,0,0,0
5824,301.2,311.0,1596,37.2,219,0,0,0,0,0
5825,301.3,311.1,1413,42.0,221,0,0,0,0,0
5826,301.3,311.1,1492,41.2,223,0,0,0,0,0
5827,301.3,311.1,1624,40.9,0,0,0,0,0,0
5828,301.3,311.1,1504,39.1,2,0,0,0,0,0
5829,301.2,311.1,1574,34.3,4,0,0,0,0,0
5830,301.3,311.2,1438,42.4,7,0,0,0,0,0
5831,301.3,311.3,1474,50.7,10,0,0,0,0,0
5832,301.3,311.2,1675,32.1,12,0,0,0,0,0
5833,301.3,311.2,1457,44.5,14,0,0,0,0,0
5834,301.3,311.3,1434,49.8,16,0,0,0,0,0
5835,301.3,311.2,1668,30.1,18,0,0,0,0,0
5836,301.2,311.1,1550,39.7,20,0,0,0,0,0
5837,301.3,311.1,1834,25.4,22,0,0,0,0,0
5838,301.4,311.2,1476,36.5,25,0,0,0,0,0
5839,301.4,311.2,1541,36.3,28,0,0,0,0,0
5840,301.3,311.1,1581,30.9,31,0,0,0,0,0
5841,301.3,311.1,1678,30.7,34,0,0,0,0,0
5842,301.4,311.2,1355,50.6,37,0,0,0,0,0
5843,301.5,311.2,1700,28.8,39,0,0,0,0,0
5844,301.4,311.1,1462,37.1,41,0,0,0,0,0
5845,301.4,311.2,1727,26.5,43,0,0,0,0,0
5846,301.4,311.3,1674,33.3,46,0,0,0,0,0
5847,301.4,311.3,1397,42.3,48,0,0,0,0,0
5848,301.4,311.3,2323,15.9,50,0,0,0,0,0
5849,301.4,311.2,1434,47.6,52,0,0,0,0,0
5850,301.3,311.1,1560,35.3,55,0,0,0,0,0
5851,301.2,311.0,1573,32.8,57,0,0,0,0,0
5852,301.2,310.9,1798,22.3,59,0,0,0,0,0
5853,301.2,311.0,1567,35.1,64,0,0,0,0,0
5854,301.2,310.9,1416,53.3,66,0,0,0,0,0
5855,301.2,310.9,1424,45.2,68,0,0,0,0,0
5856,301.2,310.9,1598,35.9,71,0,0,0,0,0
5857,301.3,310.9,1760,23.9,76,0,0,0,0,0
5858,301.3,311.0,1348,44.5,78,0,0,0,0,0
5859,301.3,311.0,1542,33.6,80,0,0,0,0,0
5860,301.3,310.9,1566,33.1,82,0,0,0,0,0
5861,301.3,311.0,1554,47.7,84,0,0,0,0,0
5862,301.4,311.0,1470,40.6,86,0,0,0,0,0
5863,301.4,311.1,1758,25.4,88,0,0,0,0,0
5864,301.4,311.0,1486,36.5,91,0,0,0,0,0
5865,301.5,311.1,1402,40.0,94,0,0,0,0,0
5866,301.5,311.1,1459,45.1,97,0,0,0,0,0
5867,301.5,311.0,1494,45.3,99,0,0,0,0,0
5868,301.5,311.1,1731,27.9,101,0,0,0,0,0
5869,301.5,311.1,2076,18.7,103,0,0,0,0,0
5870,301.5,311.1,2055,16.8,105,0,0,0,0,0
5871,301.5,311.1,1469,49.5,107,0,0,0,0,0
5872,301.5,311.0,1504,42.6,109,0,0,0,0,0
5873,301.5,311.1,1396,43.5,112,0,0,0,0,0
5874,301.5,311.1,1660,33.8,115,0,0,0,0,0
5875,301.5,311.0,1577,39.7,118,0,0,0,0,0
5876,301.5,311.1,1426,52.1,121,0,0,0,0,0
5877,301.5,311.1,1458,41.4,123,0,0,0,0,0
5878,301.4,311.0,1533,45.8,125,0,0,0,0,0
5879,301.4,311.0,1701,28.4,127,0,0,0,0,0
5880,301.5,311.1,1434,49.6,129,0,0,0,0,0
5881,301.4,311.1,1952,22.7,131,0,0,0,0,0
5882,301.4,311.1,1469,36.9,133,0,0,0,0,0
5883,301.4,311.1,1800,26.0,135,0,0,0,0,0
5884,301.3,311.1,1438,43.0,137,0,0,0,0,0
5885,301.3,311.1,1647,28.2,140,0,0,0,0,0
5886,301.4,311.1,1494,41.9,142,0,0,0,0,0
5887,301.4,311.1,1445,41.4,144,0,0,0,0,0
5888,301.5,311.1,1507,38.6,149,0,0,0,0,0
5889,301.4,311.0,1234,55.8,152,0,0,0,0,0
5890,301.4,311.0,1634,32.6,155,0,0,0,0,0
5891,301.4,311.0,1334,53.3,157,0,0,0,0,0
5892,301.4,311.1,1472,44.5,159,0,0,0,0,0
5893,301.3,311.0,1410,52.7,161,0,0,0,0,0
5894,301.2,310.9,1597,37.9,164,0,0,0,0,0
5895,301.2,310.9,1460,46.7,166,0,0,0,0,0
5896,301.1,310.8,1274,55.7,169,0,0,0,0,0
5897,301.0,310.7,1517,40.2,171,0,0,0,0,0
5898,301.0,310.7,1300,57.2,174,0,0,0,0,0
5899,300.9,310.6,1686,27.7,176,0,0,0,0,0
5900,300.9,310.7,1485,41.0,181,0,0,0,0,0
5901,301.0,310.7,1464,45.8,184,0,0,0,0,0
5902,300.9,310.6,1598,35.4,186,0,0,0,0,0
5903,300.9,310.5,1894,21.9,188,0,0,0,0,0
5904,300.8,310.5,1330,59.0,190,0,0,0,0,0
5905,300.8,310.5,1582,31.1,193,0,0,0,0,0
5906,300.7,310.3,1533,35.6,198,0,0,0,0,0
5907,300.8,310.4,1419,46.4,200,0,0,0,0,0
5908,300.8,310.3,1526,36.3,205,0,0,0,0,0
5909,300.7,310.2,1364,65.3,208,1,0,1,1,0
5910,300.8,310.3,1458,43.4,0,0,0,0,0,0
5911,300.8,310.4,1288,64.0,3,0,0,0,0,0
5912,300.7,310.3,1659,29.8,6,0,0,0,0,0
5913,300.7,310.2,1479,52.3,9,0,0,0,0,0
5914,300.7,310.3,1592,36.0,14,0,0,0,0,0
5915,300.6,310.2,1532,38.7,16,0,0,0,0,0
5916,300.6,310.2,1555,41.9,19,0,0,0,0,0
5917,300.6,310.2,1341,52.6,21,0,0,0,0,0
5918,300.6,310.1,1541,42.0,23,0,0,0,0,0
5919,300.6,310.3,1414,50.6,25,0,0,0,0,0
5920,300.5,310.2,1764,25.9,27,0,0,0,0,0
5921,300.5,310.3,1336,57.1,29,0,0,0,0,0
5922,300.5,310.3,1435,43.3,31,0,0,0,0,0
5923,300.4,310.3,1537,35.0,33,0,0,0,0,0
5924,300.3,310.2,1369,48.8,36,0,0,0,0,0
5925,300.2,310.1,1619,31.3,38,0,0,0,0,0
5926,300.2,310.1,1440,51.1,41,0,0,0,0,0
5927,300.2,310.1,1649,30.5,43,0,0,0,0,0
5928,300.2,310.1,1550,38.7,45,0,0,0,0,0
5929,300.3,310.2,1471,45.2,48,0,0,0,0,0
5930,300.3,310.3,1483,51.6,50,0,0,0,0,0
5931,300.3,310.4,1336,54.4,52,0,0,0,0,0
5932,300.5,310.5,1515,36.6,54,0,0,0,0,0
5933,300.5,310.5,1373,47.4,56,0,0,0,0,0
5934,300.6,310.5,1454,51.2,58,0,0,0,0,0
5935,300.5,310.5,1646,34.5,63,0,0,0,0,0
5936,300.5,310.4,1548,37.3,65,0,0,0,0,0
5937,300.6,310.5,1462,41.3,68,0,0,0,0,0
5938,300.5,310.4,1702,33.1,71,0,0,0,0,0
5939,300.5,310.5,1409,60.9,73,0,0,0,0,0
5940,300.6,310.6,1427,52.8,75,0,0,0,0,0
5941,300.6,310.7,1438,48.5,78,0,0,0,0,0
5942,300.7,310.7,1450,43.4,80,0,0,0,0,0
5943,300.7,310.7,1541,41.3,82,0,0,0,0,0
5944,300.7,310.6,1484,38.0,84,0,0,0,0,0
5945,300.8,310.8,1415,44.5,87,0,0,0,0,0
5946,300.7,310.8,1496,46.4,90,0,0,0,0,0
5947,300.7,310.8,1465,45.2,92,0,0,0,0,0
5948,300.7,310.8,2113,18.5,95,0,0,0,0,0
5949,300.7,310.8,1506,44.0,97,0,0,0,0,0
5950,300.7,310.8,1689,28.9,100,0,0,0,0,0
5951,300.7,310.9,1650,29.4,102,0,0,0,0,0
5952,300.7,310.8,1563,33.8,104,0,0,0,0,0
5953,300.7,310.9,1486,38.9,106,0,0,0,0,0
5954,300.8,310.9,1732,25.7,109,0,0,0,0,0
5955,300.7,310.8,1653,31.6,111,0,0,0,0,0
5956,300.7,310.9,1535,37.1,113,0,0,0,0,0
5957,300.7,310.9,1637,37.2,115,0,0,0,0,0
5958,300.6,310.8,1533,38.5,117,0,0,0,0,0
5959,300.6,310.8,1378,51.2,119,0,0,0,0,0
5960,300.5,310.7,1606,33.5,121,0,0,0,0,0
5961,300.3,310.7,1539,32.3,123,0,0,0,0,0
5962,300.5,310.8,1728,26.3,125,0,0,0,0,0
5963,300.4,310.7,1656,36.3,127,0,0,0,0,0
5964,300.5,310.8,1631,30.5,132,0,0,0,0,0
5965,300.5,310.9,1447,46.5,137,0,0,0,0,0
5966,300.4,310.8,1396,49.3,142,0,0,0,0,0
5967,300.4,310.8,1390,52.5,144,0,0,0,0,0
5968,300.4,310.8,1348,56.0,146,0,0,0,0,0
5969,300.4,310.8,1491,35.9,148,0,0,0,0,0
5970,300.4,310.8,1520,37.6,151,0,0,0,0,0
5971,300.5,310.8,1509,33.0,153,0,0,0,0,0
5972,300.5,310.8,1445,46.6,155,0,0,0,0,0
5973,300.5,310.8,1354,51.8,157,0,0,0,0,0
5974,300.5,310.7,1488,39.4,159,0,0,0,0,0
5975,300.5,310.7,1654,28.6,161,0,0,0,0,0
5976,300.5,310.6,1378,51.5,166,0,0,0,0,0
5977,300.6,310.7,1750,30.6,171,0,0,0,0,0
5978,300.5,310.6,1448,46.3,173,0,0,0,0,0
5979,300.6,310.7,1501,45.3,175,0,0,0,0,0
5980,300.6,310.7,1654,32.0,180,0,0,0,0,0
5981,300.7,310.7,1347,46.5,183,0,0,0,0,0
5982,300.7,310.8,1486,37.1,186,0,0,0,0,0
5983,300.8,310.8,1466,45.2,188,0,0,0,0,0
5984,300.7,310.8,1346,52.0,193,0,0,0,0,0
5985,300.7,310.7,1314,42.4,198,0,0,0,0,0
5986,300.6,310.7,1440,52.5,200,0,0,0,0,0
5987,300.7,310.8,1608,39.5,202,0,0,0,0,0
5988,300.7,310.8,1296,58.2,204,0,0,0,0,0
5989,300.7,310.7,1507,46.1,209,0,0,0,0,0
5990,300.7,310.7,1343,51.6,211,0,0,0,0,0
5991,300.7,310.7,1416,40.4,214,0,0,0,0,0
5992,300.7,310.6,1288,47.2,216,0,0,0,0,0
5993,300.7,310.6,1407,42.4,218,0,0,0,0,0
5994,300.6,310.4,1608,39.2,221,0,0,0,0,0
5995,300.6,310.3,1920,22.3,223,0,0,0,0,0
5996,300.5,310.2,1386,48.2,225,0,0,0,0,0
5997,300.5,310.2,1571,34.6,228,0,0,0,0,0
5998,300.4,310.2,1613,36.9,231,0,0,0,0,0
5999,300.4,310.2,1671,30.5,234,1,0,0,0,0
6000,300.4,310.2,1431,43.2,0,0,0,0,0,0
6001,300.4,310.2,1380,47.3,5,0,0,0,0,0
6002,300.5,310.3,1683,31.5,8,0,0,0,0,0
6003,300.4,310.2,1529,36.2,10,0,0,0,0,0
6004,300.5,310.4,1761,26.5,12,0,0,0,0,0
6005,300.6,310.5,1570,38.3,14,0,0,0,0,0
6006,300.6,310.5,2156,18.0,16,0,0,0,0,0
6007,300.7,310.6,1349,54.5,19,0,0,0,0,0
6008,300.7,310.7,1431,39.3,22,0,0,0,0,0
6009,300.6,310.6,1931,22.0,24,0,0,0,0,0
6010,300.7,310.7,1428,43.4,26,0,0,0,0,0
6011,300.8,310.8,1564,36.2,31,0,0,0,0,0
6012,300.8,310.9,1425,44.0,33,0,0,0,0,0
6013,300.7,310.8,1597,30.5,38,0,0,0,0,0
6014,300.8,310.8,1618,32.8,40,0,0,0,0,0
6015,300.8,310.8,1520,38.0,45,0,0,0,0,0
6016,300.7,310.7,1425,45.3,48,0,0,0,0,0
6017,300.8,310.9,1398,38.2,50,0,0,0,0,0
6018,300.8,310.9,1557,31.6,52,0,0,0,0,0
6019,300.7,310.8,1519,43.9,55,0,0,0,0,0
6020,300.7,310.8,1619,34.9,57,0,0,0,0,0
6021,300.7,310.8,1814,21.4,59,0,0,0,0,0
6022,300.7,310.9,1521,39.4,61,0,0,0,0,0
6023,300.7,310.9,1369,51.2,63,0,0,0,0,0
6024,300.7,310.9,1356,65.3,66,0,0,1,0,0
6025,300.7,311.0,1336,53.3,68,0,0,0,0,0
6026,300.7,311.0,1403,48.3,70,0,0,0,0,0
6027,300.7,311.0,1413,44.3,72,0,0,0,0,0
6028,300.6,310.9,1472,47.6,75,0,0,0,0,0
6029,300.7,310.8,1452,47.9,77,0,0,0,0,0
6030,300.6,310.7,1397,53.7,80,0,0,0,0,0
6031,300.6,310.7,1455,40.6,82,0,0,0,0,0
6032,300.7,310.8,1754,27.7,84,0,0,0,0,0
6033,300.6,310.9,1471,37.9,86,0,0,0,0,0
6034,300.6,310.8,1389,48.1,88,0,0,0,0,0
6035,300.6,310.9,1702,30.3,91,0,0,0,0,0
6036,300.6,311.0,1401,54.6,94,0,0,0,0,0
6037,300.7,311.1,1426,46.2,97,0,0,0,0,0
6038,300.7,311.0,1496,38.3,99,0,0,0,0,0
6039,300.6,310.9,1433,42.6,101,0,0,0,0,0
6040,300.7,311.1,1438,46.6,103,0,0,0,0,0
6041,300.7,311.0,1418,49.3,106,0,0,0,0,0
6042,300.8,311.0,1580,36.6,109,0,0,0,0,0
6043,300.7,310.9,1468,41.8,112,0,0,0,0,0
6044,300.8,310.9,1522,41.7,115,0,0,0,0,0
6045,300.8,310.9,1311,55.8,118,0,0,0,0,0
6046,300.9,311.0,1316,56.5,120,0,0,0,0,0
6047,300.9,311.0,1853,23.6,122,0,0,0,0,0
6048,300.9,311.0,1556,38.8,127,0,0,0,0,0
6049,300.9,311.0,1567,34.3,130,0,0,0,0,0
6050,300.9,311.1,1546,37.7,133,0,0,0,0,0
6051,300.9,311.0,1382,51.2,136,0,0,0,0,0
6052,300.9,311.0,2003,20.2,138,0,0,0,0,0
6053,300.8,310.9,1748,29.9,140,0,0,0,0,0
6054,300.7,310.8,1518,40.1,142,0,0,0,0,0
6055,300.7,310.8,1475,42.0,147,0,0,0,0,0
6056,300.8,310.8,1634,29.2,149,0,0,0,0,0
6057,300.8,310.8,1689,32.9,151,0,0,0,0,0
6058,300.9,310.9,1636,35.3,153,0,0,0,0,0
6059,300.9,311.0,2235,15.8,156,0,0,0,0,0
6060,301.0,311.1,1615,35.6,158,0,0,0,0,0
6061,301.1,311.1,1618,29.5,160,0,0,0,0,0
6062,301.1,311.2,1407,53.0,165,0,0,0,0,0
6063,301.1,311.1,1450,43.3,168,0,0,0,0,0
6064,301.1,311.1,1889,23.8,170,0,0,0,0,0
6065,301.0,310.9,1568,38.2,172,0,0,0,0,0
6066,301.0,311.0,1804,25.8,174,0,0,0,0,0
6067,301.0,311.0,1582,37.5,176,0,0,0,0,0
6068,301.0,310.9,2047,17.9,178,0,0,0,0,0
6069,300.9,310.9,1601,34.0,181,0,0,0,0,0
6070,300.9,310.9,1615,32.0,183,0,0,0,0,0
6071,300.9,310.8,1452,43.6,185,0,0,0,0,0
6072,300.9,310.8,1695,30.2,188,0,0,0,0,0
6073,300.9,310.8,1790,26.2,191,0,0,0,0,0
6074,301.0,310.8,1533,39.3,194,0,0,0,0,0
6075,301.0,310.9,1813,28.5,197,0,0,0,0,0
6076,301.0,310.9,1492,36.7,199,0,0,0,0,0
6077,300.9,310.7,1479,43.3,201,0,0,0,0,0
6078,300.8,310.7,1339,59.1,203,0,0,0,1,0
6079,300.8,310.7,1371,44.7,205,0,0,0,0,0
6080,300.9,310.7,1468,36.2,208,0,0,0,0,0
6081,300.9,310.7,1517,41.7,210,0,0,0,0,0
6082,300.9,310.7,1352,46.4,212,0,0,0,0,0
6083,300.9,310.7,1389,50.0,214,0,0,0,0,0
6084,300.8,310.6,1505,36.2,0,0,0,0,0,0
6085,300.9,310.6,1538,36.7,3,0,0,0,0,0
6086,300.9,310.8,1482,37.0,5,0,0,0,0,0
6087,300.9,310.8,1599,33.0,7,0,0,0,0,0
6088,300.9,310.8,1476,39.0,10,0,0,0,0,0
6089,300.9,310.7,1509,37.5,12,0,0,0,0,0
6090,300.9,310.8,1708,29.1,14,0,0,0,0,0
6091,300.9,310.7,1412,57.5,16,0,0,0,0,1
6092,300.9,310.7,1658,28.5,18,0,0,0,0,0
6093,301.0,310.8,1375,57.2,20,0,0,0,0,0
6094,300.9,310.8,1402,48.1,22,0,0,0,0,0
6095,300.9,310.7,1452,47.3,25,0,0,0,0,0
6096,300.8,310.7,1483,40.8,28,0,0,0,0,0
6097,300.9,310.8,1477,38.4,31,0,0,0,0,0
6098,300.8,310.7,1924,22.4,36,0,0,0,0,0
6099,300.9,310.7,1609,28.7,39,0,0,0,0,0
6100,300.8,310.7,1886,21.1,44,0,0,0,0,0
6101,300.7,310.6,1616,29.6,47,0,0,0,0,0
6102,300.7,310.7,1442,43.2,49,0,0,0,0,0
6103,300.8,310.8,1407,45.1,51,0,0,0,0,0
6104,300.8,310.8,1461,41.3,53,0,0,0,0,0
6105,300.8,310.9,1522,46.2,56,0,0,0,0,0
6106,300.9,311.0,1432,48.1,59,0,0,0,0,0
6107,300.9,311.0,1438,49.0,61,0,0,0,0,0
6108,300.8,310.9,1678,28.1,63,0,0,0,0,0
6109,300.8,310.9,1514,38.7,66,0,0,0,0,0
6110,300.7,310.8,1534,41.3,69,0,0,0,0,0
6111,300.7,310.8,1486,41.2,71,0,0,0,0,0
6112,300.7,310.8,1925,22.0,74,0,0,0,0,0
6113,300.7,310.8,1724,30.0,76,0,0,0,0,0
6114,300.8,310.8,1549,35.5,79,0,0,0,0,0
6115,300.8,310.9,1457,47.7,82,0,0,0,0,0
6116,300.8,310.9,1453,43.9,84,0,0,0,0,0
6117,300.8,311.0,1578,44.4,86,0,0,0,0,0
6118,300.9,311.1,1325,61.4,88,0,0,0,0,0
6119,300.9,311.1,1471,39.3,91,0,0,0,0,0
6120,300.9,311.2,1472,40.0,93,0,0,0,0,0
6121,300.9,311.1,1457,37.4,96,0,0,0,0,0
6122,301.0,311.0,1402,55.3,98,0,0,0,0,0
6123,300.9,310.9,1477,41.5,100,0,0,0,0,0
6124,300.9,310.9,1727,30.1,102,0,0,0,0,0
6125,300.9,310.9,1995,20.2,105,0,0,0,0,0
6126,300.9,310.9,1370,52.5,107,0,0,0,0,0
6127,300.9,310.9,1228,66.4,109,0,0,0,0,0
6128,300.9,311.0,1499,38.0,111,0,0,0,0,0
6129,301.0,311.0,1508,46.9,113,0,0,0,0,0
6130,301.0,310.9,1473,44.2,116,0,0,0,0,0
6131,301.0,311.0,1640,37.6,118,0,0,0,0,0
6132,301.1,311.1,1429,42.5,123,0,0,0,0,0
6133,301.1,311.1,1470,40.9,125,0,0,0,0,0
6134,301.0,311.0,1581,37.0,127,0,0,0,0,0
6135,301.0,310.9,1740,28.9,129,0,0,0,0,0
6136,300.9,310.8,1390,40.6,131,0,0,0,0,0
6137,300.9,310.8,1988,19.7,136,0,0,0,0,0
6138,300.8,310.7,1452,43.0,139,0,0,0,0,0
6139,300.8,310.7,1586,33.4,142,0,0,0,0,0
6140,300.8,310.7,1589,34.3,144,0,0,0,0,0
6141,300.8,310.8,1486,45.7,146,0,0,0,0,0
6142,300.9,310.9,1755,27.9,148,0,0,0,0,0
6143,301.0,310.9,1575,34.6,150,0,0,0,0,0
6144,301.1,311.1,1615,37.7,153,0,0,0,0,0
6145,301.1,311.1,1436,41.8,156,0,0,0,0,0
6146,301.1,311.1,1470,40.6,159,0,0,0,0,0
6147,301.1,311.1,2089,19.8,162,0,0,0,0,0
6148,301.1,311.2,1564,37.0,165,0,0,0,0,0
6149,301.0,311.1,1420,47.4,167,0,0,0,0,0
6150,301.1,311.1,1711,29.1,170,0,0,0,0,0
6151,301.1,311.2,1555,35.3,172,0,0,0,0,0
6152,301.1,311.1,1592,35.7,174,0,0,0,0,0
6153,301.0,311.1,1236,64.4,177,0,0,0,1,0
6154,301.0,310.9,1765,24.2,179,0,0,0,0,0
6155,301.0,311.0,1634,31.2,182,0,0,0,0,0
6156,301.1,311.1,1508,41.5,184,0,0,0,0,0
6157,301.1,311.2,1774,29.6,186,0,0,0,0,0
6158,301.1,311.0,1677,29.1,188,0,0,0,0,0
6159,301.0,311.0,1399,58.0,190,0,0,0,1,0
6160,301.0,310.9,1570,34.0,192,0,0,0,0,0
6161,301.0,310.9,1479,44.3,194,0,0,0,0,0
6162,301.0,310.8,1558,34.9,196,0,0,0,0,0
6163,300.8,310.7,1358,48.1,198,0,0,0,0,0
6164,300.9,310.7,1656,30.7,200,0,0,0,0,0
6165,300.9,310.7,1523,35.8,205,0,0,0,0,0
6166,300.9,310.7,1403,40.6,207,0,0,0,0,0
6167,300.9,310.7,1362,51.6,212,0,0,0,0,0
6168,300.7,310.6,1778,27.1,215,0,0,0,0,0
6169,300.7,310.5,1448,38.2,218,0,0,0,0,0
6170,300.8,310.5,1559,40.1,220,0,0,0,0,0
6171,300.8,310.6,1416,42.2,225,0,0,0,0,0
6172,300.8,310.6,1577,37.9,227,1,0,0,0,0
6173,300.8,310.7,1633,27.8,0,0,0,0,0,0
6174,300.9,310.7,1573,31.2,2,0,0,0,0,0
6175,300.9,310.8,1517,44.3,4,0,0,0,0,0
6176,301.0,310.9,1515,37.3,6,0,0,0,0,0
6177,301.0,310.8,1527,45.3,8,0,0,0,0,0
6178,301.1,310.9,1282,67.9,10,0,0,1,0,0
6179,301.1,310.9,1396,45.1,12,0,0,0,0,0
6180,301.0,310.9,1492,44.6,15,0,0,0,0,0
6181,301.0,310.8,1975,19.7,17,0,0,0,0,0
6182,301.0,310.8,1475,35.3,19,0,0,0,0,0
6183,301.0,310.9,1495,37.3,21,0,0,0,0,0
6184,301.0,311.0,1553,35.8,26,0,0,0,0,0
6185,301.1,311.0,1918,21.7,28,0,0,0,0,0
6186,301.1,311.0,1413,46.6,30,0,0,0,0,0
6187,301.0,311.0,1437,56.0,33,0,0,0,0,0
6188,301.0,310.9,1450,45.9,35,0,0,0,0,0
6189,301.0,310.9,1910,21.9,37,0,0,0,0,0
6190,300.9,310.9,1749,26.4,40,0,0,0,0,0
6191,301.0,310.9,1916,22.0,42,0,0,0,0,0
6192,301.0,310.9,1428,45.3,47,0,0,0,0,0
6193,301.0,310.9,1578,38.4,49,0,0,0,0,0
6194,300.9,310.8,1571,39.9,51,0,0,0,0,0
6195,300.9,310.8,1729,30.2,53,0,0,0,0,0
6196,300.9,310.8,1701,30.4,55,0,0,0,0,0
6197,300.9,310.8,1493,45.8,57,0,0,0,0,0
6198,301.0,310.9,1554,32.7,59,0,0,0,0,0
6199,300.9,310.9,1497,43.2,62,0,0,0,0,0
6200,301.0,310.9,1679,29.8,64,0,0,0,0,0
6201,301.0,310.9,1510,44.5,66,0,0,0,0,0
6202,301.0,310.9,1296,54.9,69,0,0,0,0,0
6203,301.0,310.9,1404,41.8,71,0,0,0,0,0
6204,300.9,310.8,1519,34.9,73,0,0,0,0,0
6205,300.9,310.7,1696,27.3,76,0,0,0,0,0
6206,300.8,310.6,1669,28.4,79,0,0,0,0,0
6207,300.7,310.6,1447,40.7,82,0,0,0,0,0
6208,300.7,310.6,1418,46.3,84,0,0,0,0,0
6209,300.7,310.6,1407,40.5,87,0,0,0,0,0
6210,300.8,310.5,1434,44.5,89,0,0,0,0,0
6211,300.8,310.6,1360,48.8,91,0,0,0,0,0
6212,300.8,310.6,1402,53.7,93,0,0,0,0,0
6213,300.9,310.6,1552,34.9,95,0,0,0,0,0
6214,300.9,310.7,1392,44.2,97,0,0,0,0,0
6215,301.1,310.8,1521,41.0,99,0,0,0,0,0
6216,301.1,310.8,1724,27.5,101,0,0,0,0,0
6217,301.0,310.7,1455,46.1,103,0,0,0,0,0
6218,301.0,310.6,1366,50.6,106,0,0,0,0,0
6219,301.1,310.6,1407,43.9,111,0,0,0,0,0
6220,301.1,310.8,1470,49.3,116,0,0,0,0,0
6221,301.2,310.9,1359,50.8,118,0,0,0,0,0
6222,301.1,310.8,1792,25.8,121,0,0,0,0,0
6223,301.1,310.9,1552,37.9,126,0,0,0,0,0
6224,301.2,311.0,1612,32.9,129,0,0,0,0,0
6225,301.2,311.0,1424,41.4,131,0,0,0,0,0
